CD_MUN,MUN,AREA_KM2,16,21,22,29,30,35,45,50,55,80,vencedor_votacao,total,% VOTACAO,vencedor,% 16,% 21,% 22,% 29,% 30,% 35,% 45,% 50,% 55,% 80
3170503,URUCÂNIA - MG,138.792,3,7,283,0,2237,11,33,11,2823,2,2823,5410,52.18,55,0.06,0.13,5.23,0.00,41.35,0.20,0.61,0.20,52.18,0.04
3170529,URUCUIA - MG,2076.942,0,2,460,0,2696,3,9,3,1709,0,2696,4882,55.22,30,0.00,0.04,9.42,0.00,55.22,0.06,0.18,0.06,35.01,0.00
3170578,VARGEM ALEGRE - MG,116.664,0,2,239,0,1948,2,10,4,1504,5,1948,3714,52.45,30,0.00,0.05,6.44,0.00,52.45,0.05,0.27,0.11,40.50,0.13
3170602,VARGEM BONITA - MG,409.888,2,1,80,0,1306,3,9,1,357,1,1306,1760,74.20,30,0.11,0.06,4.55,0.00,74.20,0.17,0.51,0.06,20.28,0.06
3170651,VARGEM GRANDE DO RIO PARDO - MG,491.512,0,1,242,0,2014,1,14,4,528,1,2014,2805,71.80,30,0.00,0.04,8.63,0.00,71.80,0.04,0.50,0.14,18.82,0.04
3170701,VARGINHA - MG,395.396,97,99,4633,0,52819,70,342,490,13004,117,52819,71671,73.70,30,0.14,0.14,6.46,0.00,73.70,0.10,0.48,0.68,18.14,0.16
3170750,VARJÃO DE MINAS - MG,651.505,3,3,919,0,2428,1,12,5,1139,2,2428,4512,53.81,30,0.07,0.07,20.37,0.00,53.81,0.02,0.27,0.11,25.24,0.04
3170800,VÁRZEA DA PALMA - MG,2220.279,17,21,1327,0,9019,27,93,42,5910,18,9019,16474,54.75,30,0.10,0.13,8.06,0.00,54.75,0.16,0.56,0.25,35.87,0.11
3170909,VARZELÂNDIA - MG,814.994,1,3,547,0,2846,7,19,6,6226,6,6226,9661,64.44,55,0.01,0.03,5.66,0.00,29.46,0.07,0.20,0.06,64.44,0.06
3171006,VAZANTE - MG,1913.396,6,17,637,0,6648,20,38,30,3622,18,6648,11036,60.24,30,0.05,0.15,5.77,0.00,60.24,0.18,0.34,0.27,32.82,0.16
3171030,VERDELÂNDIA - MG,1570.582,1,1,194,0,1597,1,14,3,2402,2,2402,4215,56.99,55,0.02,0.02,4.60,0.00,37.89,0.02,0.33,0.07,56.99,0.05
3171071,VEREDINHA - MG,631.692,1,1,70,0,1687,2,11,4,1491,1,1687,3268,51.62,30,0.03,0.03,2.14,0.00,51.62,0.06,0.34,0.12,45.62,0.03
3171105,VERÍSSIMO - MG,1031.823,0,0,76,0,1337,13,8,10,561,0,1337,2005,66.68,30,0.00,0.00,3.79,0.00,66.68,0.65,0.40,0.50,27.98,0.00
3171154,VERMELHO NOVO - MG,115.242,6,4,144,0,1744,0,13,2,1274,1,1744,3188,54.71,30,0.19,0.13,4.52,0.00,54.71,0.00,0.41,0.06,39.96,0.03
3171204,VESPASIANO - MG,71.04,71,48,7539,0,27570,46,271,158,25132,52,27570,60887,45.28,30,0.12,0.08,12.38,0.00,45.28,0.08,0.45,0.26,41.28,0.09
3171303,VIÇOSA - MG,299.418,32,127,1506,0,16931,49,180,287,20674,175,20674,39961,51.74,55,0.08,0.32,3.77,0.00,42.37,0.12,0.45,0.72,51.74,0.44
3171402,VIEIRAS - MG,112.691,0,1,93,0,1492,4,14,2,1156,0,1492,2762,54.02,30,0.00,0.04,3.37,0.00,54.02,0.14,0.51,0.07,41.85,0.00
3171501,MATHIAS LOBATO - MG,172.297,0,3,126,0,1136,7,11,6,821,0,1136,2110,53.84,30,0.00,0.14,5.97,0.00,53.84,0.33,0.52,0.28,38.91,0.00
3171600,VIRGEM DA LAPA - MG,868.914,1,4,254,0,2110,6,28,3,3291,5,3291,5702,57.72,55,0.02,0.07,4.45,0.00,37.00,0.11,0.49,0.05,57.72,0.09
3171709,VIRGÍNIA - MG,326.515,4,7,175,0,3921,6,21,5,1043,4,3921,5186,75.61,30,0.08,0.13,3.37,0.00,75.61,0.12,0.40,0.10,20.11,0.08
3171808,VIRGINÓPOLIS - MG,439.878,7,4,287,0,1656,10,34,17,2739,8,2739,4762,57.52,55,0.15,0.08,6.03,0.00,34.78,0.21,0.71,0.36,57.52,0.17
3171907,VIRGOLÂNDIA - MG,281.022,5,4,105,0,978,1,12,4,1473,1,1473,2583,57.03,55,0.19,0.15,4.07,0.00,37.86,0.04,0.46,0.15,57.03,0.04
3172004,VISCONDE DO RIO BRANCO - MG,243.351,9,45,898,0,11251,23,74,66,7880,49,11251,20295,55.44,30,0.04,0.22,4.42,0.00,55.44,0.11,0.36,0.33,38.83,0.24
3172103,VOLTA GRANDE - MG,205.552,0,2,97,0,1657,0,15,4,870,4,1657,2649,62.55,30,0.00,0.08,3.66,0.00,62.55,0.00,0.57,0.15,32.84,0.15
3172202,WENCESLAU BRAZ - MG,102.487,6,2,122,0,1012,2,11,8,681,5,1012,1849,54.73,30,0.32,0.11,6.60,0.00,54.73,0.11,0.59,0.43,36.83,0.27
